Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
Test,37354,26,management,single,tertiary,no,1720,no,no,cellular,3,feb,383,1,-1,0,unknown,no
Test,37355,41,admin.,single,secondary,no,242,no,yes,cellular,9,feb,116,3,-1,0,unknown,no
Test,37356,35,blue-collar,married,primary,no,0,yes,yes,cellular,2,feb,698,2,271,2,other,no
Test,37357,75,retired,married,primary,no,2970,no,no,cellular,12,aug,641,1,-1,0,unknown,yes
Test,37358,40,technician,single,secondary,no,200,yes,no,unknown,6,may,322,2,-1,0,unknown,no
Test,37359,50,technician,married,tertiary,no,199,yes,yes,unknown,26,may,79,1,-1,0,unknown,no
Test,37360,44,management,married,tertiary,no,870,yes,yes,cellular,12,may,118,2,369,1,failure,no
Test,37361,24,student,single,primary,no,1283,no,no,cellular,2,apr,225,2,-1,0,unknown,no
Test,37362,73,retired,married,primary,no,508,no,no,cellular,14,jun,154,4,97,1,success,no
Test,37363,31,technician,single,tertiary,no,3729,yes,no,cellular,5,feb,176,2,8,10,other,no
Test,37364,31,technician,married,secondary,no,54,no,no,cellular,20,nov,775,1,-1,0,unknown,no
Test,37365,41,unemployed,divorced,primary,no,487,no,no,cellular,30,apr,157,1,-1,0,unknown,no
Test,37366,53,management,married,tertiary,no,1945,no,no,cellular,21,nov,22,4,106,7,failure,no
Test,37367,35,services,married,secondary,no,211,yes,no,cellular,12,may,187,1,-1,0,unknown,no
Test,37368,52,management,married,tertiary,no,23552,yes,no,cellular,12,may,507,1,-1,0,unknown,no
Test,37369,46,blue-collar,married,secondary,no,15,yes,yes,cellular,19,nov,46,2,91,3,failure,no
Test,37370,36,services,single,secondary,no,528,no,no,cellular,3,feb,225,2,-1,0,unknown,no
Test,37371,33,blue-collar,divorced,secondary,no,880,yes,yes,cellular,29,jan,263,3,239,1,failure,no
Test,37372,45,services,married,secondary,no,-32,no,no,cellular,28,jan,56,2,-1,0,unknown,no
Test,37373,36,management,divorced,tertiary,no,2397,no,no,cellular,25,aug,93,9,-1,0,unknown,no
Test,37374,34,management,single,tertiary,no,-322,no,no,unknown,9,may,198,1,-1,0,unknown,no
Test,37375,32,management,single,tertiary,no,718,yes,no,cellular,29,dec,155,1,197,1,success,yes
Test,37376,27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,unknown,yes
Test,37377,41,blue-collar,married,secondary,no,1245,yes,no,cellular,4,feb,123,1,271,1,failure,no
Test,37378,37,services,married,secondary,no,184,yes,no,cellular,20,apr,53,1,348,3,failure,no
Test,37379,31,technician,single,secondary,no,1170,yes,no,unknown,2,jun,120,2,-1,0,unknown,no
Test,37380,30,management,married,tertiary,no,6432,yes,no,cellular,21,nov,206,2,119,3,other,no
Test,37381,27,technician,single,tertiary,no,808,yes,no,cellular,15,may,578,1,364,1,other,no
Test,37382,55,services,married,secondary,no,697,yes,no,unknown,15,may,206,1,-1,0,unknown,no
Test,37383,22,student,single,secondary,no,241,yes,no,cellular,13,may,200,1,-1,0,unknown,no
Test,37384,59,housemaid,single,unknown,no,4639,no,no,unknown,20,jun,24,5,-1,0,unknown,no
Test,37385,50,blue-collar,divorced,primary,no,1629,yes,no,cellular,14,may,67,1,-1,0,unknown,no
Test,37386,51,technician,married,tertiary,no,1315,no,no,telephone,5,jun,303,2,-1,0,unknown,no
Test,37387,40,management,married,tertiary,no,429,yes,no,cellular,6,may,222,2,363,4,failure,no
Test,37388,28,management,single,secondary,no,311,yes,no,unknown,20,jun,23,13,-1,0,unknown,no
Test,37389,53,technician,married,secondary,no,3398,no,yes,telephone,20,nov,88,6,113,13,other,no
Test,37390,48,self-employed,married,tertiary,no,0,no,no,cellular,30,jul,100,5,-1,0,unknown,no
Test,37391,35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219,1,246,1,failure,no
Test,37392,41,blue-collar,married,secondary,no,140,yes,no,cellular,3,jun,96,1,125,2,failure,no
Test,37393,47,entrepreneur,married,unknown,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,no
Test,37394,48,blue-collar,married,primary,no,649,no,no,unknown,19,jun,136,2,-1,0,unknown,no
Test,37395,40,housemaid,married,primary,no,229,yes,no,cellular,24,jul,213,10,-1,0,unknown,no
Test,37396,57,services,married,primary,no,53,no,no,cellular,6,aug,86,2,-1,0,unknown,no
Test,37397,43,blue-collar,married,unknown,no,1123,yes,no,cellular,16,apr,191,2,322,3,failure,no
Test,37398,44,self-employed,married,secondary,no,706,no,no,unknown,5,nov,204,1,-1,0,unknown,yes
Test,37399,29,student,single,tertiary,no,0,no,no,unknown,26,may,52,3,-1,0,unknown,no
Test,37400,43,blue-collar,married,primary,no,953,yes,no,unknown,19,may,135,1,-1,0,unknown,no
Test,37401,30,services,married,secondary,no,4,yes,no,cellular,11,jul,188,2,-1,0,unknown,no
Test,37402,33,management,married,tertiary,no,0,no,no,cellular,20,aug,85,5,-1,0,unknown,no
Test,37403,43,technician,single,secondary,no,257,yes,no,cellular,2,feb,64,2,-1,0,unknown,no
Test,37404,35,technician,married,secondary,yes,-1322,yes,no,cellular,30,jul,105,11,-1,0,unknown,no
Test,37405,37,self-employed,married,secondary,no,2575,yes,no,cellular,14,jul,505,2,-1,0,unknown,no
Test,37406,34,technician,single,secondary,no,232,no,no,cellular,7,jul,130,1,-1,0,unknown,no
Test,37407,23,technician,single,secondary,no,1587,yes,yes,cellular,14,may,502,2,-1,0,unknown,no
Test,37408,40,management,married,tertiary,no,0,no,no,cellular,7,jul,111,1,-1,0,unknown,no
Test,37409,30,student,single,tertiary,no,31,yes,no,cellular,14,may,23,1,-1,0,unknown,no
Test,37410,40,management,married,tertiary,no,20,yes,no,unknown,19,jun,106,2,-1,0,unknown,no
Test,37411,40,technician,married,tertiary,no,1063,yes,yes,cellular,19,aug,264,2,-1,0,unknown,no
Test,37412,51,services,married,secondary,no,393,yes,yes,cellular,30,jul,111,8,-1,0,unknown,no
Test,37413,70,retired,married,primary,no,324,no,no,cellular,11,aug,632,1,308,6,other,yes
Test,37414,41,blue-collar,married,primary,no,1654,yes,no,unknown,14,may,35,1,-1,0,unknown,no
Test,37415,26,blue-collar,single,secondary,no,3145,no,no,cellular,28,dec,1141,1,209,1,other,yes
Test,37416,35,management,single,tertiary,no,1756,no,no,cellular,20,aug,195,1,-1,0,unknown,yes
Test,37417,59,retired,married,secondary,no,2516,yes,yes,unknown,14,may,282,1,-1,0,unknown,no
Test,37418,46,self-employed,divorced,tertiary,no,8717,yes,no,unknown,15,may,343,5,-1,0,unknown,no
Test,37419,34,housemaid,married,tertiary,no,897,no,no,cellular,12,aug,197,4,-1,0,unknown,no
Test,37420,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,-1,0,unknown,no
Test,37421,58,technician,single,secondary,no,641,no,no,cellular,7,aug,229,2,-1,0,unknown,no
Test,37422,29,technician,single,secondary,no,401,yes,no,cellular,5,feb,127,2,-1,0,unknown,no
Test,37423,56,services,married,secondary,no,6503,yes,yes,cellular,18,may,27,6,-1,0,unknown,no
Test,37424,30,blue-collar,married,secondary,no,319,no,no,cellular,27,jan,210,2,-1,0,unknown,no
Test,37425,36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success,yes
Test,37426,31,management,single,tertiary,no,1619,no,no,cellular,30,apr,327,2,-1,0,unknown,yes
Test,37427,36,admin.,married,secondary,no,4785,no,yes,unknown,6,jun,250,1,-1,0,unknown,no
Test,37428,49,admin.,divorced,secondary,no,190,yes,no,cellular,13,apr,421,1,-1,0,unknown,no
Test,37429,30,management,married,tertiary,no,882,no,no,cellular,22,aug,102,6,-1,0,unknown,no
Test,37430,59,management,married,tertiary,no,474,no,no,cellular,21,aug,252,1,-1,0,unknown,yes
Test,37431,59,admin.,married,secondary,no,92,yes,no,cellular,12,may,139,2,350,1,failure,no
Test,37432,43,management,single,tertiary,no,0,no,no,cellular,11,aug,155,2,-1,0,unknown,no
Test,37433,46,technician,married,tertiary,no,3009,no,no,cellular,4,aug,58,2,-1,0,unknown,no
Test,37434,39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,1181,2,-1,0,unknown,yes
Test,37435,41,self-employed,single,tertiary,no,10346,no,no,cellular,14,dec,352,1,182,3,success,no
Test,37436,44,blue-collar,married,secondary,no,1,yes,no,unknown,7,may,281,2,-1,0,unknown,no
Test,37437,46,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,142,3,259,17,failure,no
Test,37438,42,blue-collar,married,secondary,no,2717,yes,yes,cellular,20,apr,181,2,270,2,failure,no
Test,37439,47,blue-collar,single,secondary,no,263,yes,yes,cellular,29,jan,127,2,255,1,other,no
Test,37440,27,management,single,secondary,no,565,yes,no,cellular,18,may,170,2,346,11,failure,no
Test,37441,30,blue-collar,single,secondary,no,2380,no,no,cellular,21,nov,95,3,-1,0,unknown,no
Test,37442,34,technician,married,tertiary,no,116,no,no,cellular,8,may,413,2,-1,0,unknown,no
Test,37443,45,admin.,married,secondary,no,805,yes,no,unknown,15,may,186,3,-1,0,unknown,no
Test,37444,33,management,single,tertiary,no,729,yes,yes,unknown,18,jun,178,5,-1,0,unknown,no
Test,37445,33,admin.,divorced,secondary,no,-403,yes,no,unknown,28,may,217,1,-1,0,unknown,no
Test,37446,66,retired,married,secondary,no,2048,no,no,cellular,27,aug,212,1,-1,0,unknown,yes
Test,37447,28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,unknown,yes
Test,37448,59,housemaid,married,primary,no,935,yes,no,cellular,19,nov,103,3,166,2,failure,no
Test,37449,41,technician,single,unknown,no,3652,yes,no,cellular,12,may,127,1,363,2,success,no
Test,37450,47,self-employed,married,secondary,no,3279,no,no,cellular,21,aug,189,4,-1,0,unknown,no
Test,37451,38,management,married,tertiary,no,676,no,no,cellular,15,may,59,3,-1,0,unknown,no
Test,37452,52,services,divorced,secondary,no,1430,yes,no,telephone,20,apr,121,4,-1,0,unknown,no
Test,37453,49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,353,2,other,yes
Test,37454,32,technician,single,tertiary,no,259,no,no,cellular,22,jul,407,4,-1,0,unknown,no
Test,37455,32,blue-collar,single,secondary,no,-691,yes,yes,unknown,2,jun,53,1,-1,0,unknown,no
Test,37456,30,services,divorced,secondary,no,167,yes,no,unknown,3,jun,237,2,-1,0,unknown,no
Test,37457,37,management,single,tertiary,no,33,yes,no,cellular,12,mar,186,1,-1,0,unknown,yes
Test,37458,37,management,married,tertiary,no,412,yes,no,unknown,21,may,110,4,-1,0,unknown,no
Test,37459,36,blue-collar,married,secondary,no,71,yes,no,unknown,30,may,510,5,-1,0,unknown,no
Test,37460,43,admin.,married,secondary,no,2271,no,no,telephone,10,nov,524,1,-1,0,unknown,yes
Test,37461,27,self-employed,single,tertiary,no,560,no,no,telephone,3,sep,543,9,465,2,failure,no
Test,37462,55,management,divorced,unknown,no,2,yes,no,unknown,19,may,95,1,-1,0,unknown,no
Test,37463,59,services,married,primary,no,927,no,no,cellular,7,aug,1934,2,-1,0,unknown,no
Test,37464,40,blue-collar,married,secondary,no,125,yes,no,cellular,13,may,119,2,370,1,failure,no
Test,37465,45,blue-collar,married,primary,no,292,yes,no,cellular,29,aug,961,4,-1,0,unknown,no
Test,37466,83,retired,married,tertiary,no,6236,no,no,cellular,11,aug,155,1,190,2,failure,no
Test,37467,33,technician,single,secondary,no,641,yes,yes,cellular,20,apr,242,3,-1,0,unknown,no
Test,37468,43,services,married,secondary,no,278,yes,no,unknown,26,may,14,20,-1,0,unknown,no
Test,37469,35,management,married,tertiary,no,222,yes,no,cellular,18,nov,187,2,-1,0,unknown,no
Test,37470,28,blue-collar,divorced,unknown,no,101,yes,no,unknown,28,may,126,4,-1,0,unknown,no
Test,37471,60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,-1,0,unknown,no
Test,37472,53,technician,married,secondary,no,137,no,yes,unknown,26,may,129,1,-1,0,unknown,no
Test,37473,25,management,single,tertiary,no,3,yes,yes,cellular,16,apr,1034,1,-1,0,unknown,yes
Test,37474,37,housemaid,married,primary,no,166,yes,no,cellular,10,jul,151,1,-1,0,unknown,no
Test,37475,27,technician,single,secondary,no,285,no,no,cellular,22,jul,139,1,-1,0,unknown,no
Test,37476,53,management,divorced,tertiary,no,2894,yes,no,cellular,5,may,163,1,-1,0,unknown,no
Test,37477,28,unemployed,single,primary,no,236,no,no,cellular,6,feb,460,3,-1,0,unknown,no
Test,37478,47,management,divorced,tertiary,no,428,yes,no,cellular,18,nov,116,1,167,1,other,no
Test,37479,47,admin.,married,secondary,no,3386,no,yes,cellular,10,jul,360,17,-1,0,unknown,no
Test,37480,36,technician,single,secondary,no,656,no,no,unknown,21,may,261,1,-1,0,unknown,no
Test,37481,28,management,single,tertiary,no,1335,no,yes,unknown,4,nov,15,1,-1,0,unknown,no
Test,37482,28,self-employed,single,tertiary,no,226,no,yes,cellular,8,jul,191,1,-1,0,unknown,no
Test,37483,35,services,divorced,secondary,no,394,yes,no,unknown,23,may,154,1,-1,0,unknown,no
Test,37484,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes
Test,37485,44,services,married,secondary,no,-22,yes,no,unknown,15,may,37,1,-1,0,unknown,no
Test,37486,36,admin.,divorced,secondary,no,246,yes,no,unknown,16,may,206,2,-1,0,unknown,no
Test,37487,47,blue-collar,married,secondary,no,690,yes,no,cellular,9,jul,113,1,-1,0,unknown,no
Test,37488,25,services,single,secondary,no,3217,yes,no,unknown,28,may,24,1,-1,0,unknown,no
Test,37489,60,self-employed,single,tertiary,no,179,no,yes,cellular,29,jul,79,4,-1,0,unknown,no
Test,37490,47,management,married,tertiary,no,288,no,no,cellular,1,oct,101,1,-1,0,unknown,yes
Test,37491,29,blue-collar,married,secondary,no,100,yes,yes,cellular,6,may,152,4,344,2,failure,no
Test,37492,33,services,married,secondary,no,233,no,no,cellular,29,aug,155,2,-1,0,unknown,no
Test,37493,36,services,single,secondary,no,342,yes,no,unknown,7,may,142,1,-1,0,unknown,no
Test,37494,85,retired,married,primary,no,12114,no,no,telephone,12,feb,165,2,-1,0,unknown,yes
Test,37495,44,technician,married,secondary,no,366,no,yes,cellular,18,aug,212,12,-1,0,unknown,no
Test,37496,32,blue-collar,single,secondary,no,116,no,no,unknown,14,may,392,1,-1,0,unknown,no
Test,37497,36,blue-collar,married,primary,no,1548,yes,yes,cellular,18,may,226,2,-1,0,unknown,no
Test,37498,47,management,divorced,tertiary,no,266,yes,no,unknown,9,may,128,1,-1,0,unknown,no
Test,37499,64,retired,married,secondary,no,504,no,no,cellular,11,aug,157,1,14,3,other,no
Test,37500,33,housemaid,married,secondary,no,230,no,yes,cellular,29,aug,264,2,-1,0,unknown,no
Test,37501,36,blue-collar,married,secondary,no,0,yes,no,telephone,19,nov,52,2,-1,0,unknown,no
Test,37502,33,services,married,secondary,no,1697,no,no,cellular,4,may,489,1,182,1,success,yes
Test,37503,38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,3,-1,0,unknown,yes
Test,37504,36,admin.,single,secondary,no,1281,no,no,telephone,24,jul,119,2,-1,0,unknown,no
Test,37505,56,self-employed,married,tertiary,no,719,no,no,cellular,27,aug,236,2,-1,0,unknown,no
Test,37506,31,student,single,unknown,no,643,no,no,cellular,5,feb,82,4,-1,0,unknown,no
Test,37507,41,unemployed,married,secondary,no,2081,yes,no,cellular,3,feb,53,3,-1,0,unknown,no
Test,37508,35,management,married,tertiary,yes,0,yes,yes,cellular,21,nov,70,1,-1,0,unknown,no
Test,37509,41,self-employed,single,tertiary,no,1081,no,no,cellular,27,may,229,3,-1,0,unknown,yes
Test,37510,29,blue-collar,married,secondary,no,59,yes,yes,cellular,14,may,100,3,356,2,failure,no
Test,37511,30,technician,single,tertiary,no,3,yes,no,unknown,7,may,174,1,-1,0,unknown,no
Test,37512,41,housemaid,married,primary,no,1618,yes,no,cellular,7,jul,134,2,-1,0,unknown,no
Test,37513,39,admin.,married,secondary,no,401,yes,no,cellular,11,jul,112,2,-1,0,unknown,no
Test,37514,43,blue-collar,married,secondary,no,953,yes,no,cellular,4,feb,765,2,-1,0,unknown,yes
Test,37515,58,blue-collar,divorced,primary,no,2246,yes,no,cellular,14,may,294,2,-1,0,unknown,no
Test,37516,49,services,married,secondary,no,271,yes,yes,cellular,12,may,541,2,330,2,other,no
Test,37517,31,technician,divorced,secondary,no,0,no,no,cellular,29,aug,256,2,-1,0,unknown,no
Test,37518,36,blue-collar,married,primary,no,403,yes,no,unknown,4,jun,920,1,-1,0,unknown,yes
Test,37519,33,management,single,secondary,no,1558,yes,no,cellular,17,apr,97,1,-1,0,unknown,no
Test,37520,47,technician,married,primary,no,235,no,no,cellular,2,mar,136,2,203,1,other,yes
Test,37521,37,services,married,secondary,no,6089,yes,no,cellular,14,may,616,2,-1,0,unknown,yes
Test,37522,52,admin.,married,secondary,no,31,yes,no,unknown,7,may,120,1,-1,0,unknown,no
Test,37523,41,management,married,tertiary,yes,852,yes,yes,cellular,27,aug,157,10,-1,0,unknown,no
Test,37524,29,management,single,tertiary,no,7345,no,no,cellular,30,apr,222,1,-1,0,unknown,no
Test,37525,33,blue-collar,single,primary,yes,-15,no,yes,cellular,7,jul,326,2,-1,0,unknown,no
Test,37526,52,admin.,divorced,tertiary,no,0,yes,yes,cellular,30,jun,122,1,64,1,failure,no
Test,37527,35,services,divorced,secondary,no,1529,no,no,unknown,20,jun,20,5,-1,0,unknown,no
Test,37528,73,retired,married,primary,no,253,no,no,cellular,20,apr,345,1,-1,0,unknown,yes
Test,37529,44,blue-collar,single,secondary,no,633,yes,no,unknown,13,may,1032,1,-1,0,unknown,no
Test,37530,36,unemployed,married,tertiary,no,7222,yes,no,cellular,3,jun,86,1,-1,0,unknown,no
Test,37531,57,retired,divorced,secondary,no,39,yes,no,cellular,30,jul,354,3,-1,0,unknown,no
Test,37532,35,management,married,tertiary,no,511,no,no,cellular,29,aug,91,4,-1,0,unknown,no
Test,37533,35,blue-collar,married,secondary,no,280,yes,yes,cellular,31,jul,65,50,-1,0,unknown,no
Test,37534,40,blue-collar,single,primary,no,1055,no,no,unknown,6,jun,32,2,-1,0,unknown,no
Test,37535,41,housemaid,married,secondary,no,0,yes,no,telephone,28,jul,41,2,-1,0,unknown,no
Test,37536,36,blue-collar,married,secondary,no,1272,yes,no,cellular,17,apr,245,1,-1,0,unknown,no
Test,37537,32,technician,single,secondary,no,55,yes,no,cellular,18,may,185,1,-1,0,unknown,no
Test,37538,29,services,single,secondary,no,-142,yes,no,unknown,16,may,140,1,-1,0,unknown,no
Test,37539,27,blue-collar,single,secondary,yes,87,yes,no,unknown,27,may,43,1,-1,0,unknown,no
Test,37540,36,blue-collar,married,secondary,no,2454,yes,no,cellular,6,apr,1859,1,-1,0,unknown,no
Test,37541,43,blue-collar,married,primary,no,-181,yes,no,cellular,17,apr,351,1,337,3,failure,no
Test,37542,39,blue-collar,single,unknown,no,3912,yes,no,telephone,29,oct,223,1,-1,0,unknown,no
Test,37543,64,retired,married,primary,no,440,no,no,cellular,6,feb,495,1,-1,0,unknown,yes
Test,37544,48,blue-collar,married,primary,no,134,yes,no,unknown,28,may,315,2,-1,0,unknown,no
Test,37545,60,retired,divorced,tertiary,no,473,no,no,cellular,10,jul,100,1,-1,0,unknown,no
Test,37546,30,unemployed,divorced,secondary,no,7105,no,no,cellular,22,dec,321,2,-1,0,unknown,yes
Test,37547,33,admin.,married,tertiary,no,568,no,no,cellular,7,jul,219,1,-1,0,unknown,no
Test,37548,35,blue-collar,married,secondary,no,233,yes,no,cellular,13,may,66,1,176,1,failure,no
Test,37549,53,management,married,primary,no,1925,no,no,cellular,19,nov,161,1,-1,0,unknown,no
Test,37550,41,management,divorced,tertiary,no,4567,yes,yes,cellular,16,jul,106,1,-1,0,unknown,no
Test,37551,41,management,married,primary,no,-4,yes,yes,unknown,13,may,181,3,-1,0,unknown,no
Test,37552,46,technician,married,secondary,no,0,yes,no,cellular,17,nov,96,1,-1,0,unknown,no
Test,37553,64,retired,married,tertiary,no,14170,no,no,cellular,24,aug,62,2,-1,0,unknown,no
Test,37554,40,management,married,secondary,no,752,no,yes,cellular,21,nov,456,1,157,1,failure,no
Test,37555,36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,no
Test,37556,55,management,married,tertiary,no,1402,yes,no,cellular,17,nov,66,1,-1,0,unknown,no
Test,37557,37,entrepreneur,married,tertiary,no,264,yes,yes,cellular,20,nov,276,1,157,1,failure,no
Test,37558,32,entrepreneur,married,secondary,no,0,yes,no,cellular,11,jul,223,2,-1,0,unknown,no
Test,37559,42,blue-collar,married,secondary,no,230,yes,no,unknown,5,jun,175,7,-1,0,unknown,no
Test,37560,30,management,single,secondary,no,460,yes,no,cellular,18,nov,86,1,-1,0,unknown,no
Test,37561,71,retired,married,secondary,no,1651,no,no,cellular,13,aug,791,2,-1,0,unknown,no
Test,37562,82,housemaid,married,primary,no,2140,no,no,telephone,14,apr,118,6,-1,0,unknown,no
Test,37563,36,blue-collar,married,primary,no,1503,no,no,cellular,19,nov,138,1,-1,0,unknown,no
Test,37564,52,technician,married,secondary,no,553,yes,no,telephone,11,oct,160,1,-1,0,unknown,no
Test,37565,42,admin.,married,secondary,no,16517,no,no,cellular,15,mar,549,5,203,4,failure,no
Test,37566,26,admin.,single,secondary,no,96,yes,no,cellular,13,may,612,2,348,3,other,no
Test,37567,53,housemaid,married,primary,yes,42,no,no,cellular,28,aug,81,4,-1,0,unknown,no
Test,37568,49,blue-collar,married,primary,no,2481,no,yes,cellular,29,jul,53,5,-1,0,unknown,no
Test,37569,32,technician,married,tertiary,no,3850,yes,no,cellular,20,apr,63,4,-1,0,unknown,no
Test,37570,37,technician,married,secondary,no,3043,no,no,cellular,11,aug,123,4,-1,0,unknown,no
Test,37571,54,blue-collar,married,primary,no,95,no,no,cellular,25,jul,302,1,-1,0,unknown,no
Test,37572,36,blue-collar,married,secondary,no,98,yes,no,cellular,12,may,415,1,344,1,failure,no
Test,37573,52,services,divorced,secondary,no,1527,no,yes,cellular,20,nov,276,1,122,1,other,no
Test,37574,34,blue-collar,married,primary,no,6718,no,no,cellular,13,jan,278,4,97,1,other,no
Test,37575,39,student,single,tertiary,no,2103,no,no,cellular,2,feb,588,1,-1,0,unknown,yes
Test,37576,41,technician,single,secondary,no,169,yes,no,cellular,12,may,116,2,-1,0,unknown,no
Test,37577,35,technician,single,secondary,no,11423,yes,no,unknown,23,may,107,1,-1,0,unknown,no
Test,37578,25,blue-collar,single,secondary,no,612,yes,no,cellular,21,jul,172,4,-1,0,unknown,no
Test,37579,35,services,single,secondary,no,417,yes,no,cellular,14,jul,201,3,-1,0,unknown,no
Test,37580,50,blue-collar,married,primary,no,106,no,no,cellular,12,aug,460,2,-1,0,unknown,no
Test,37581,33,technician,single,secondary,no,1429,yes,no,cellular,31,aug,268,8,-1,0,unknown,yes
Test,37582,42,technician,married,secondary,no,782,yes,no,cellular,17,jul,536,2,-1,0,unknown,no
Test,37583,49,services,married,primary,no,1830,yes,no,cellular,13,aug,261,1,179,1,success,yes
Test,37584,48,technician,married,secondary,no,0,no,no,cellular,28,jul,240,3,-1,0,unknown,no
Test,37585,24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,other,yes
Test,37586,55,blue-collar,divorced,primary,no,215,no,no,unknown,12,jun,202,1,-1,0,unknown,no
Test,37587,56,services,married,primary,no,966,no,yes,cellular,10,jul,68,1,-1,0,unknown,no
Test,37588,35,admin.,single,secondary,no,163,yes,no,unknown,12,jun,483,1,-1,0,unknown,no
Test,37589,71,retired,married,tertiary,no,1486,no,no,telephone,21,apr,110,3,-1,0,unknown,no
Test,37590,52,entrepreneur,married,tertiary,no,507,no,no,cellular,18,nov,123,2,-1,0,unknown,no
Test,37591,36,technician,single,secondary,no,76,yes,no,cellular,31,jul,109,5,-1,0,unknown,no
Test,37592,46,blue-collar,married,primary,no,174,yes,yes,unknown,8,may,108,3,-1,0,unknown,no
Test,37593,36,blue-collar,married,secondary,no,1797,yes,yes,unknown,20,may,185,2,-1,0,unknown,no
Test,37594,55,management,married,tertiary,no,719,yes,no,telephone,11,may,221,6,284,29,other,no
Test,37595,33,admin.,single,secondary,no,1248,no,no,cellular,8,jul,359,1,-1,0,unknown,no
Test,37596,42,admin.,single,tertiary,no,168,yes,no,cellular,17,jul,295,1,-1,0,unknown,no
Test,37597,40,technician,married,secondary,no,2266,no,no,cellular,26,may,175,3,89,7,other,yes
Test,37598,49,self-employed,married,tertiary,no,202,yes,no,cellular,18,nov,139,1,166,3,other,no
Test,37599,29,unemployed,single,secondary,no,670,yes,no,unknown,26,sep,6,1,-1,0,unknown,no
Test,37600,37,admin.,married,secondary,no,1415,yes,no,cellular,12,may,214,2,-1,0,unknown,no
Test,37601,32,technician,divorced,secondary,no,2,yes,no,unknown,11,jun,354,17,-1,0,unknown,no
Test,37602,37,self-employed,married,tertiary,no,552,no,no,cellular,28,aug,379,1,-1,0,unknown,no
Test,37603,37,services,married,secondary,no,343,yes,yes,cellular,7,jul,74,7,-1,0,unknown,no
Test,37604,70,technician,married,secondary,no,3020,no,no,telephone,2,nov,358,2,186,1,failure,no
Test,37605,64,retired,married,primary,no,5871,no,no,cellular,3,nov,195,1,-1,0,unknown,no
Test,37606,40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,-1,0,unknown,yes
Test,37607,27,unemployed,married,secondary,no,724,yes,yes,cellular,17,apr,200,3,-1,0,unknown,no
Test,37608,40,self-employed,married,tertiary,no,355,yes,no,cellular,17,jul,1390,2,-1,0,unknown,no
Test,37609,59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no
Test,37610,38,technician,married,tertiary,no,447,yes,no,cellular,2,feb,224,1,269,1,failure,no
Test,37611,35,management,married,tertiary,no,193,yes,no,cellular,17,apr,402,1,-1,0,unknown,no
Test,37612,34,services,married,secondary,no,-451,yes,yes,cellular,23,jul,498,1,-1,0,unknown,no
Test,37613,34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,-1,0,unknown,no
Test,37614,24,services,single,secondary,no,258,yes,no,cellular,18,may,248,1,-1,0,unknown,no
Test,37615,27,blue-collar,single,primary,no,5,yes,no,cellular,18,may,182,1,-1,0,unknown,no
Test,37616,55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,-1,0,unknown,yes
Test,37617,39,admin.,married,secondary,no,-982,yes,yes,cellular,19,nov,287,3,117,2,other,no
Test,37618,30,housemaid,married,secondary,no,533,yes,no,cellular,2,jun,212,1,-1,0,unknown,no
Test,37619,32,services,married,secondary,no,-124,no,no,unknown,27,may,116,1,-1,0,unknown,no
Test,37620,41,entrepreneur,married,primary,no,0,no,no,unknown,16,jun,630,2,-1,0,unknown,no
Test,37621,35,services,single,secondary,no,25,yes,no,cellular,10,jul,144,1,-1,0,unknown,no
Test,37622,53,blue-collar,married,primary,no,273,yes,no,cellular,18,may,248,1,279,2,failure,no
Test,37623,30,blue-collar,married,primary,no,236,yes,no,cellular,13,may,44,1,364,1,failure,no
Test,37624,34,services,married,secondary,no,4962,yes,yes,cellular,4,feb,83,1,-1,0,unknown,no
Test,37625,30,services,married,secondary,no,-176,yes,no,cellular,30,jul,47,31,-1,0,unknown,no
Test,37626,56,retired,married,secondary,no,654,no,yes,cellular,7,aug,93,4,-1,0,unknown,no
Test,37627,32,technician,married,tertiary,no,4089,no,no,cellular,26,may,114,7,287,3,failure,no
Test,37628,68,retired,divorced,primary,no,250,no,no,cellular,3,feb,360,1,-1,0,unknown,yes
