Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
Training,4167,31,housemaid,married,primary,no,979,no,yes,cellular,18,aug,298,10,-1,0,unknown
Training,4168,39,technician,single,secondary,no,4380,no,no,telephone,9,jul,87,8,-1,0,unknown
Training,4169,46,admin.,divorced,secondary,no,2196,no,no,cellular,28,jul,573,5,-1,0,unknown
Training,4170,47,blue-collar,married,unknown,no,170,yes,no,cellular,12,may,175,1,-1,0,unknown
Training,4171,33,blue-collar,married,primary,no,332,yes,no,unknown,6,may,116,2,-1,0,unknown
Training,4172,31,management,single,tertiary,no,241,yes,no,cellular,24,jul,241,3,-1,0,unknown
Training,4173,34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown
Training,4174,50,management,married,tertiary,no,8205,yes,no,telephone,25,oct,293,3,508,1,other
Training,4175,66,retired,married,secondary,no,3473,no,no,cellular,14,apr,441,2,-1,0,unknown
Training,4176,35,admin.,married,secondary,no,214,yes,yes,unknown,5,jun,247,1,-1,0,unknown
Training,4177,60,housemaid,divorced,primary,no,1190,no,no,unknown,9,jun,166,1,-1,0,unknown
Training,4178,36,housemaid,single,tertiary,no,561,no,no,unknown,6,jun,274,2,-1,0,unknown
Training,4179,42,technician,married,tertiary,no,239,yes,yes,unknown,6,may,191,3,-1,0,unknown
Training,4180,35,technician,married,tertiary,no,0,yes,yes,cellular,23,sep,112,1,62,6,other
Training,4181,33,technician,divorced,secondary,no,1480,yes,no,cellular,5,may,223,1,-1,0,unknown
Training,4182,44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,717,1,-1,0,unknown
Training,4183,49,self-employed,married,primary,no,5711,no,no,cellular,20,nov,89,1,-1,0,unknown
Training,4184,33,management,single,tertiary,no,637,no,no,cellular,14,aug,206,2,-1,0,unknown
Training,4185,30,admin.,single,secondary,no,127,yes,no,cellular,18,may,16,6,368,1,other
Training,4186,30,technician,married,secondary,no,173,yes,no,unknown,2,jun,184,3,-1,0,unknown
Training,4187,59,technician,married,secondary,no,371,yes,no,unknown,12,may,832,3,-1,0,unknown
Training,4188,56,retired,single,secondary,no,4365,no,no,unknown,20,jun,361,1,-1,0,unknown
Training,4189,61,management,married,tertiary,no,997,no,no,cellular,22,jun,269,1,104,1,success
Training,4190,53,unemployed,single,secondary,no,4,no,no,cellular,30,jul,259,3,-1,0,unknown
Training,4191,59,management,single,secondary,no,671,yes,yes,unknown,15,may,157,5,-1,0,unknown
Training,4192,36,management,single,tertiary,no,688,no,no,cellular,2,jun,126,1,120,1,failure
Training,4193,28,technician,married,secondary,no,169,yes,no,cellular,24,jul,245,2,-1,0,unknown
Training,4194,37,services,single,secondary,no,105,no,yes,cellular,21,nov,197,2,157,4,failure
Training,4195,37,blue-collar,single,secondary,no,13156,yes,no,unknown,21,may,240,1,-1,0,unknown
Training,4196,30,management,single,tertiary,no,30,no,no,cellular,21,aug,220,5,-1,0,unknown
Training,4197,31,housemaid,single,tertiary,no,2017,yes,no,cellular,28,jan,167,1,286,5,failure
Training,4198,34,technician,single,secondary,no,486,yes,no,cellular,16,apr,204,1,328,2,failure
Training,4199,55,services,married,tertiary,no,606,no,yes,cellular,18,nov,114,2,-1,0,unknown
Training,4200,41,management,married,tertiary,no,-456,no,no,cellular,14,apr,427,4,144,1,failure
Training,4201,28,blue-collar,single,unknown,no,913,yes,no,unknown,27,may,580,2,-1,0,unknown
Training,4202,57,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,2,-1,0,unknown
Training,4203,37,services,divorced,secondary,no,652,no,no,cellular,25,jul,177,2,-1,0,unknown
Training,4204,38,management,married,tertiary,no,66,yes,no,unknown,8,may,124,1,-1,0,unknown
Training,4205,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown
Training,4206,26,technician,single,tertiary,no,1066,no,no,cellular,4,jun,112,1,50,1,success
Training,4207,57,housemaid,married,primary,no,0,no,no,cellular,13,aug,189,2,-1,0,unknown
Training,4208,34,blue-collar,married,secondary,no,-211,yes,no,cellular,29,jan,135,2,184,5,failure
Training,4209,35,management,divorced,tertiary,no,146,no,no,cellular,20,nov,392,2,106,2,success
Training,4210,33,management,single,tertiary,no,21096,yes,no,unknown,2,jun,144,2,-1,0,unknown
Training,4211,36,admin.,divorced,secondary,no,0,no,no,unknown,11,jun,203,3,-1,0,unknown
Training,4212,49,management,married,tertiary,no,403,no,no,cellular,31,jul,255,2,-1,0,unknown
Training,4213,48,management,married,tertiary,no,2460,no,no,cellular,27,aug,106,11,-1,0,unknown
Training,4214,38,management,married,tertiary,no,1354,yes,no,cellular,29,jan,50,2,-1,0,unknown
Training,4215,32,services,married,secondary,no,241,yes,no,unknown,26,may,266,1,-1,0,unknown
Training,4216,39,blue-collar,married,secondary,no,2239,no,no,unknown,17,jun,133,2,-1,0,unknown
Training,4217,42,blue-collar,married,secondary,no,1134,yes,no,unknown,28,may,424,3,-1,0,unknown
Training,4218,44,blue-collar,married,secondary,no,797,yes,no,cellular,17,apr,246,2,-1,0,unknown
Training,4219,55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,-1,0,unknown
Training,4220,28,blue-collar,married,secondary,no,258,yes,no,cellular,24,jul,134,1,-1,0,unknown
Training,4221,59,retired,married,primary,no,-266,yes,yes,cellular,31,jul,266,11,-1,0,unknown
Training,4222,45,admin.,married,primary,no,542,no,no,cellular,11,may,8,5,350,3,other
Training,4223,55,blue-collar,married,primary,no,1373,no,no,unknown,9,may,1087,2,-1,0,unknown
Training,4224,58,blue-collar,married,unknown,no,9,no,no,cellular,25,aug,50,23,-1,0,unknown
Training,4225,41,management,divorced,tertiary,no,3355,no,no,cellular,14,oct,181,2,500,1,failure
Training,4226,34,management,single,tertiary,no,1040,yes,no,unknown,20,may,96,2,-1,0,unknown
Training,4227,25,technician,married,tertiary,no,2551,no,no,cellular,28,dec,400,3,-1,0,unknown
Training,4228,34,technician,married,secondary,no,173,no,no,unknown,4,jul,31,1,-1,0,unknown
Training,4229,51,services,divorced,secondary,no,518,yes,no,telephone,17,nov,76,1,-1,0,unknown
Training,4230,30,student,single,secondary,no,5836,no,no,cellular,27,apr,165,2,-1,0,unknown
Training,4231,47,blue-collar,married,secondary,no,327,yes,no,cellular,16,apr,352,1,-1,0,unknown
Training,4232,32,blue-collar,married,secondary,no,2,yes,no,cellular,15,may,16,9,309,1,failure
Training,4233,31,services,married,secondary,no,-489,yes,yes,cellular,19,nov,392,3,-1,0,unknown
Training,4234,58,retired,married,primary,no,196,yes,no,unknown,19,may,35,1,-1,0,unknown
Training,4235,58,blue-collar,divorced,primary,no,820,yes,no,cellular,7,jul,200,4,-1,0,unknown
Training,4236,39,services,single,secondary,no,230,no,yes,cellular,8,jul,106,1,-1,0,unknown
Training,4237,38,blue-collar,single,primary,no,1465,yes,no,unknown,16,may,239,2,-1,0,unknown
Training,4238,47,housemaid,married,tertiary,no,2290,no,no,cellular,15,apr,54,1,-1,0,unknown
Training,4239,29,technician,married,secondary,no,344,yes,yes,unknown,28,may,279,2,-1,0,unknown
Training,4240,52,blue-collar,married,primary,no,4793,yes,no,telephone,21,nov,61,3,168,2,failure
Training,4241,57,retired,married,primary,no,243,no,no,cellular,8,aug,108,4,-1,0,unknown
Training,4242,30,entrepreneur,married,tertiary,no,3037,yes,no,cellular,15,may,10,5,175,7,other
Training,4243,45,technician,divorced,secondary,no,49,no,no,cellular,5,aug,164,3,-1,0,unknown
Training,4244,45,technician,married,secondary,no,814,no,no,cellular,1,sep,691,2,-1,0,unknown
Training,4245,41,blue-collar,married,primary,no,3803,yes,no,cellular,20,nov,611,3,-1,0,unknown
Training,4246,48,blue-collar,married,secondary,no,134,no,no,cellular,29,aug,200,7,-1,0,unknown
Training,4247,28,technician,single,secondary,no,2000,no,no,telephone,3,feb,226,2,-1,0,unknown
Training,4248,67,management,married,tertiary,no,405,no,no,cellular,7,aug,345,2,-1,0,unknown
Training,4249,33,admin.,single,tertiary,no,475,yes,no,cellular,7,may,1046,1,-1,0,unknown
Training,4250,45,services,married,secondary,no,24,yes,no,cellular,15,jul,192,3,-1,0,unknown
Training,4251,28,management,single,tertiary,no,1351,no,no,cellular,10,dec,267,1,-1,0,unknown
Training,4252,44,entrepreneur,single,unknown,no,323,no,no,cellular,28,jul,332,2,181,2,failure
Training,4253,39,blue-collar,single,primary,no,561,yes,no,cellular,17,apr,88,1,-1,0,unknown
Training,4254,43,blue-collar,married,secondary,no,-141,yes,yes,unknown,23,may,128,1,-1,0,unknown
Training,4255,54,blue-collar,married,secondary,no,-754,yes,no,unknown,19,may,222,2,-1,0,unknown
Training,4256,38,blue-collar,married,secondary,no,284,yes,yes,unknown,3,jun,1030,6,-1,0,unknown
Training,4257,39,technician,married,secondary,no,-241,yes,yes,cellular,7,jul,337,4,-1,0,unknown
Training,4258,43,admin.,married,secondary,no,9173,no,no,cellular,29,jul,80,2,-1,0,unknown
Training,4259,59,management,divorced,tertiary,yes,0,no,no,cellular,4,feb,47,2,-1,0,unknown
Training,4260,24,self-employed,single,tertiary,no,2376,no,no,cellular,11,aug,123,1,106,1,success
Training,4261,53,blue-collar,single,secondary,no,2430,yes,yes,cellular,19,nov,73,2,145,3,failure
Training,4262,37,management,divorced,tertiary,no,42,yes,no,unknown,7,may,564,3,-1,0,unknown
Training,4263,30,management,single,tertiary,no,890,no,no,cellular,27,aug,16,18,-1,0,unknown
Training,4264,64,retired,married,secondary,no,1220,no,no,cellular,7,dec,138,1,-1,0,unknown
Training,4265,48,services,married,unknown,no,1155,yes,no,unknown,16,may,557,4,-1,0,unknown
Training,4266,54,management,married,tertiary,no,1114,yes,no,cellular,21,nov,1195,2,175,1,other
Training,4267,47,housemaid,married,secondary,no,1152,no,no,telephone,7,jul,260,13,-1,0,unknown
Training,4268,30,management,single,secondary,no,269,no,yes,cellular,7,jul,1165,2,-1,0,unknown
Training,4269,55,blue-collar,married,secondary,no,233,yes,no,cellular,5,may,813,2,351,3,failure
Training,4270,42,services,single,secondary,no,877,no,no,cellular,17,nov,90,2,-1,0,unknown
Training,4271,42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure
Training,4272,45,technician,single,tertiary,no,2033,no,no,cellular,15,jun,243,5,285,2,success
Training,4273,57,retired,married,secondary,no,256,no,no,cellular,7,aug,198,4,-1,0,unknown
Training,4274,36,entrepreneur,married,tertiary,no,-502,yes,no,cellular,20,apr,22,4,-1,0,unknown
Training,4275,27,admin.,married,secondary,no,0,yes,no,cellular,6,may,837,1,-1,0,unknown
Training,4276,39,blue-collar,married,secondary,no,804,yes,no,unknown,21,may,166,1,-1,0,unknown
Training,4277,43,self-employed,married,secondary,no,14144,yes,no,cellular,21,nov,504,1,-1,0,unknown
Training,4278,55,admin.,married,secondary,no,183,yes,no,unknown,6,may,150,1,-1,0,unknown
Training,4279,35,technician,single,tertiary,no,354,yes,no,cellular,4,aug,146,3,-1,0,unknown
Training,4280,31,services,married,secondary,no,-327,yes,no,unknown,28,may,408,1,-1,0,unknown
Training,4281,43,self-employed,married,secondary,no,284,no,no,cellular,28,jan,256,1,-1,0,unknown
Training,4282,42,admin.,single,secondary,no,2790,yes,no,cellular,7,may,425,1,336,1,failure
Training,4283,53,management,married,tertiary,no,1624,no,no,cellular,5,feb,158,3,-1,0,unknown
Training,4284,28,technician,single,secondary,no,-125,yes,no,unknown,9,may,67,3,-1,0,unknown
Training,4285,59,services,married,secondary,no,-22,yes,no,unknown,26,may,748,3,-1,0,unknown
Training,4286,39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,-1,0,unknown
Training,4287,55,technician,married,tertiary,no,874,yes,no,unknown,15,may,314,11,-1,0,unknown
Training,4288,35,blue-collar,married,secondary,no,2737,yes,no,cellular,13,may,199,3,-1,0,unknown
Training,4289,32,technician,married,tertiary,no,2976,yes,no,cellular,14,aug,88,5,-1,0,unknown
Training,4290,29,admin.,married,secondary,no,500,yes,no,cellular,8,may,8,8,-1,0,unknown
Training,4291,35,management,single,tertiary,no,633,yes,no,cellular,17,apr,128,3,-1,0,unknown
Training,4292,32,technician,married,secondary,no,84,no,yes,cellular,29,jul,403,3,-1,0,unknown
Training,4293,40,technician,married,secondary,no,1269,yes,no,cellular,17,nov,353,1,172,1,failure
Training,4294,38,admin.,single,unknown,no,0,yes,no,cellular,15,may,64,2,-1,0,unknown
Training,4295,30,technician,married,secondary,no,2371,yes,yes,cellular,25,jul,237,5,-1,0,unknown
Training,4296,27,admin.,single,secondary,no,-400,no,yes,cellular,8,jul,290,1,-1,0,unknown
Training,4297,36,management,married,tertiary,no,3839,no,no,cellular,19,nov,146,1,-1,0,unknown
Training,4298,59,services,married,primary,no,31,no,no,unknown,16,jun,41,3,-1,0,unknown
Training,4299,35,admin.,married,tertiary,no,957,yes,no,cellular,26,mar,263,4,667,4,failure
Training,4300,40,technician,married,secondary,no,504,yes,no,cellular,2,feb,96,1,266,1,failure
Training,4301,27,blue-collar,single,secondary,no,446,yes,no,unknown,3,jun,194,1,-1,0,unknown
Training,4302,32,technician,single,tertiary,no,34646,no,no,telephone,13,aug,618,9,-1,0,unknown
Training,4303,29,services,married,primary,no,-102,no,no,unknown,4,jul,134,1,-1,0,unknown
Training,4304,57,technician,divorced,secondary,no,2352,yes,no,cellular,21,nov,757,2,-1,0,unknown
Training,4305,34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,unknown
Training,4306,80,retired,married,primary,no,1861,no,no,telephone,14,apr,563,2,-1,0,unknown
Training,4307,55,management,married,secondary,no,11743,yes,no,unknown,30,may,75,1,-1,0,unknown
Training,4308,53,admin.,divorced,secondary,no,0,yes,no,cellular,5,may,246,1,344,1,failure
Training,4309,56,management,married,tertiary,no,856,yes,yes,cellular,4,feb,70,4,7,7,other
Training,4310,31,services,married,secondary,no,1422,no,no,cellular,30,apr,97,1,-1,0,unknown
Training,4311,36,management,single,tertiary,no,3343,no,no,cellular,18,nov,307,1,-1,0,unknown
Training,4312,39,blue-collar,married,primary,no,259,yes,no,unknown,26,may,168,1,-1,0,unknown
Training,4313,39,self-employed,divorced,secondary,yes,-103,no,yes,unknown,5,jun,210,3,-1,0,unknown
Training,4314,67,retired,married,primary,no,10776,no,no,telephone,14,aug,176,2,99,17,other
Training,4315,31,blue-collar,single,primary,no,435,yes,no,unknown,7,may,159,2,-1,0,unknown
Training,4316,24,blue-collar,single,secondary,no,525,yes,no,cellular,16,apr,253,1,332,1,failure
Training,4317,35,technician,married,secondary,no,5535,no,no,cellular,26,aug,0,15,-1,0,unknown
Training,4318,39,management,single,unknown,no,2887,yes,no,unknown,7,may,42,2,-1,0,unknown
Training,4319,52,management,married,primary,no,226,yes,no,unknown,9,may,86,4,-1,0,unknown
Training,4320,27,admin.,single,unknown,no,230,yes,no,unknown,9,may,371,1,-1,0,unknown
Training,4321,31,self-employed,married,tertiary,no,414,no,no,cellular,14,aug,169,5,-1,0,unknown
Training,4322,31,admin.,married,secondary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown
Training,4323,56,blue-collar,married,primary,no,-116,yes,no,cellular,8,may,1014,2,-1,0,unknown
Training,4324,33,services,married,secondary,no,0,no,no,cellular,4,feb,264,1,-1,0,unknown
Training,4325,30,blue-collar,single,secondary,no,583,no,no,cellular,18,may,453,2,-1,0,unknown
Training,4326,32,technician,married,unknown,no,102,yes,no,unknown,21,may,12,11,-1,0,unknown
Training,4327,25,admin.,single,tertiary,no,40,no,no,unknown,12,may,64,1,-1,0,unknown
Training,4328,32,services,married,secondary,no,2833,yes,no,cellular,30,mar,415,1,-1,0,unknown
Training,4329,38,blue-collar,married,secondary,no,961,yes,no,unknown,16,may,346,1,-1,0,unknown
Training,4330,37,technician,married,secondary,no,523,yes,no,cellular,20,nov,232,4,-1,0,unknown
Training,4331,34,management,single,tertiary,no,681,no,no,cellular,6,aug,637,2,-1,0,unknown
Training,4332,32,housemaid,married,tertiary,no,10,yes,no,unknown,2,jun,658,2,-1,0,unknown
Training,4333,39,blue-collar,married,primary,no,558,yes,no,unknown,22,jul,23,1,531,3,failure
Training,4334,37,self-employed,married,tertiary,no,444,yes,no,unknown,7,may,401,2,-1,0,unknown
Training,4335,41,technician,married,secondary,no,188,no,yes,telephone,31,jul,15,25,-1,0,unknown
Training,4336,33,blue-collar,divorced,secondary,no,75,yes,yes,unknown,12,may,94,2,-1,0,unknown
Training,4337,50,management,married,tertiary,no,398,no,no,telephone,30,jul,1567,5,-1,0,unknown
Training,4338,52,admin.,divorced,secondary,no,944,yes,no,unknown,12,may,198,3,-1,0,unknown
Training,4339,48,blue-collar,married,primary,no,219,yes,no,unknown,29,may,109,4,-1,0,unknown
Training,4340,80,retired,married,secondary,no,8304,no,no,telephone,9,jun,712,1,64,12,failure
Training,4341,49,entrepreneur,married,primary,no,10772,no,no,cellular,8,aug,89,2,-1,0,unknown
Training,4342,37,entrepreneur,married,tertiary,no,41,no,no,cellular,14,jul,388,3,-1,0,unknown
Training,4343,44,management,married,tertiary,no,7485,no,no,cellular,5,aug,187,2,-1,0,unknown
Training,4344,35,blue-collar,married,primary,no,441,yes,no,unknown,14,may,8,1,-1,0,unknown
Training,4345,53,retired,married,tertiary,no,7132,no,no,cellular,13,aug,88,2,-1,0,unknown
Training,4346,35,management,married,tertiary,no,481,no,no,cellular,13,aug,73,2,-1,0,unknown
Training,4347,52,blue-collar,married,primary,no,-637,yes,yes,cellular,12,may,161,5,174,2,failure
Training,4348,53,technician,single,secondary,no,925,no,no,cellular,25,aug,930,3,-1,0,unknown
Training,4349,33,blue-collar,married,primary,no,-3,yes,no,telephone,17,apr,114,2,-1,0,unknown
Training,4350,60,management,married,secondary,no,358,no,no,unknown,18,jun,74,2,-1,0,unknown
Training,4351,36,entrepreneur,married,tertiary,no,125,yes,no,unknown,6,may,95,3,-1,0,unknown
Training,4352,35,blue-collar,divorced,tertiary,no,3547,yes,no,cellular,19,nov,289,1,-1,0,unknown
Training,4353,57,blue-collar,married,secondary,no,621,yes,no,cellular,17,apr,778,3,-1,0,unknown
Training,4354,55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure
Training,4355,53,management,married,tertiary,no,1102,no,no,cellular,24,jul,78,1,-1,0,unknown
Training,4356,29,services,married,secondary,no,-443,yes,no,unknown,30,may,238,3,-1,0,unknown
Training,4357,57,technician,married,tertiary,no,31,no,yes,cellular,26,aug,395,2,-1,0,unknown
Training,4358,43,admin.,single,tertiary,no,329,yes,no,unknown,16,may,218,2,-1,0,unknown
Training,4359,31,blue-collar,single,secondary,no,11639,yes,no,cellular,7,may,1191,1,-1,0,unknown
Training,4360,37,management,married,tertiary,no,586,yes,no,cellular,11,jul,141,2,-1,0,unknown
Training,4361,56,retired,married,primary,no,21,no,no,cellular,29,jul,324,7,-1,0,unknown
Training,4362,32,management,single,tertiary,no,469,yes,no,cellular,14,may,925,1,-1,0,unknown
Training,4363,30,management,single,tertiary,no,536,no,no,cellular,14,jan,362,2,91,2,success
Training,4364,42,technician,married,tertiary,no,-378,yes,yes,cellular,15,may,11,7,330,2,failure
Training,4365,31,self-employed,single,tertiary,no,17924,yes,no,cellular,14,may,745,1,174,3,failure
Training,4366,24,services,single,secondary,no,14,yes,no,cellular,7,may,241,1,-1,0,unknown
Training,4367,46,blue-collar,divorced,primary,no,2775,no,yes,cellular,8,jul,188,1,-1,0,unknown
Training,4368,37,management,married,tertiary,no,1353,yes,no,cellular,19,nov,101,1,-1,0,unknown
Training,4369,39,blue-collar,married,primary,no,-50,yes,no,cellular,15,may,100,1,-1,0,unknown
Training,4370,34,management,single,tertiary,no,417,yes,no,cellular,12,feb,155,10,149,5,failure
Training,4371,43,management,married,tertiary,no,536,yes,no,cellular,14,may,167,4,-1,0,unknown
Training,4372,27,management,single,tertiary,no,2489,no,no,cellular,15,jul,323,2,163,2,other
Training,4373,41,management,single,tertiary,no,416,yes,no,cellular,12,aug,1476,2,-1,0,unknown
Training,4374,39,blue-collar,married,secondary,no,481,no,no,cellular,4,feb,38,8,-1,0,unknown
Training,4375,37,blue-collar,divorced,secondary,no,811,yes,yes,cellular,6,apr,185,3,-1,0,unknown
Training,4376,29,blue-collar,single,secondary,no,28,no,no,cellular,17,jul,360,2,-1,0,unknown
Training,4377,33,technician,married,secondary,no,1072,no,yes,unknown,29,may,144,2,-1,0,unknown
Training,4378,26,blue-collar,single,secondary,no,-93,yes,no,cellular,18,may,599,2,-1,0,unknown
Training,4379,40,blue-collar,married,secondary,no,275,yes,no,cellular,1,feb,196,2,-1,0,unknown
Training,4380,49,blue-collar,married,primary,no,2,yes,no,unknown,20,jun,16,20,-1,0,unknown
Training,4381,31,management,single,tertiary,no,2734,yes,no,cellular,15,may,858,3,-1,0,unknown
Training,4382,58,entrepreneur,married,tertiary,no,146,yes,no,unknown,12,may,186,6,-1,0,unknown
Training,4383,43,blue-collar,married,primary,no,12618,yes,no,cellular,19,nov,25,1,-1,0,unknown
Training,4384,52,technician,married,unknown,no,0,yes,no,cellular,17,nov,136,1,-1,0,unknown
Training,4385,26,blue-collar,married,secondary,no,1028,yes,yes,unknown,19,jun,431,1,-1,0,unknown
Training,4386,40,blue-collar,single,secondary,yes,61,no,no,cellular,23,jul,68,2,-1,0,unknown
Training,4387,56,management,married,tertiary,no,1631,yes,no,cellular,15,jul,376,3,-1,0,unknown
Training,4388,48,housemaid,divorced,primary,no,26,yes,no,unknown,12,may,311,3,-1,0,unknown
Training,4389,82,retired,divorced,primary,no,0,no,no,cellular,6,aug,381,3,295,1,failure
Training,4390,27,admin.,married,secondary,no,-790,yes,no,cellular,22,jul,273,4,-1,0,unknown
Training,4391,36,blue-collar,married,secondary,no,3578,yes,no,telephone,3,feb,45,3,-1,0,unknown
Training,4392,35,technician,single,tertiary,no,670,no,no,cellular,13,oct,301,2,-1,0,unknown
Training,4393,41,blue-collar,married,unknown,no,665,yes,no,unknown,19,may,142,3,-1,0,unknown
Training,4394,50,blue-collar,married,unknown,no,1389,yes,no,cellular,17,apr,300,3,302,3,failure
Training,4395,37,management,married,tertiary,no,489,yes,no,cellular,7,aug,205,5,-1,0,unknown
Training,4396,42,technician,married,secondary,no,994,yes,no,cellular,11,aug,149,1,78,5,failure
Training,4397,58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,2,-1,0,unknown
Training,4398,37,management,married,tertiary,no,478,no,no,cellular,8,aug,95,2,-1,0,unknown
Training,4399,41,self-employed,divorced,tertiary,no,-319,no,no,unknown,20,jun,263,3,-1,0,unknown
Training,4400,33,blue-collar,divorced,secondary,no,714,yes,no,cellular,6,may,208,1,344,2,other
Training,4401,45,management,married,secondary,no,25,no,no,cellular,29,jan,62,3,-1,0,unknown
Training,4402,34,management,married,tertiary,no,1557,yes,yes,unknown,13,may,213,1,-1,0,unknown
Training,4403,41,blue-collar,divorced,primary,no,1887,no,no,unknown,12,jun,168,2,-1,0,unknown
Training,4404,31,student,single,secondary,no,216,no,no,cellular,3,jun,138,1,-1,0,unknown
Training,4405,32,services,single,unknown,no,2378,no,no,cellular,17,nov,1132,2,-1,0,unknown
Training,4406,40,management,married,tertiary,yes,0,no,no,cellular,28,jul,165,5,-1,0,unknown
Training,4407,29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown
Training,4408,35,services,married,secondary,no,341,yes,no,cellular,14,may,345,1,-1,0,unknown
Training,4409,37,technician,single,secondary,no,267,no,no,cellular,13,may,121,1,-1,0,unknown
Training,4410,58,housemaid,divorced,primary,no,57,no,no,unknown,17,jun,117,3,-1,0,unknown
Training,4411,26,blue-collar,single,secondary,no,940,yes,no,unknown,6,jun,237,3,-1,0,unknown
Training,4412,23,student,single,tertiary,no,508,no,no,cellular,8,jun,544,1,-1,0,unknown
Training,4413,42,management,single,tertiary,no,1206,no,no,unknown,9,jun,136,4,-1,0,unknown
Training,4414,34,management,married,tertiary,no,158,no,no,cellular,9,mar,212,3,181,6,success
Training,4415,35,management,married,tertiary,no,0,no,no,cellular,25,aug,484,4,-1,0,unknown
Training,4416,32,entrepreneur,married,unknown,no,227,yes,no,unknown,12,may,523,1,-1,0,unknown
Training,4417,46,technician,married,tertiary,no,157,no,no,unknown,26,jun,150,1,-1,0,unknown
Training,4418,52,services,married,secondary,no,1645,no,no,cellular,28,aug,248,1,-1,0,unknown
Training,4419,54,retired,divorced,tertiary,no,294,yes,no,cellular,29,jan,89,1,-1,0,unknown
Training,4420,45,self-employed,single,secondary,no,2762,yes,no,cellular,15,may,18,6,-1,0,unknown
Training,4421,43,technician,married,tertiary,no,80,no,no,cellular,28,aug,9,32,-1,0,unknown
Training,4422,31,technician,single,secondary,no,18,no,no,cellular,2,jul,109,1,-1,0,unknown
Training,4423,32,technician,single,tertiary,no,1212,yes,no,unknown,23,may,463,2,-1,0,unknown
Training,4424,54,retired,married,primary,no,2243,no,no,unknown,12,jun,281,1,-1,0,unknown
Training,4425,34,management,married,tertiary,no,4,yes,no,cellular,31,jul,33,39,-1,0,unknown
Training,4426,58,management,married,unknown,no,0,no,no,unknown,11,jun,145,1,-1,0,unknown
Training,4427,32,management,single,tertiary,no,1756,yes,no,unknown,21,may,206,3,-1,0,unknown
Training,4428,30,services,divorced,secondary,no,63,yes,no,unknown,29,may,96,5,-1,0,unknown
Training,4429,39,blue-collar,married,primary,no,104,yes,no,unknown,4,jun,624,2,-1,0,unknown
Training,4430,26,student,single,secondary,no,706,no,no,unknown,8,oct,118,1,105,2,other
Training,4431,41,management,married,tertiary,no,328,yes,no,cellular,29,jul,65,12,-1,0,unknown
Training,4432,60,admin.,single,secondary,no,3916,no,no,unknown,18,jun,18,5,-1,0,unknown
Training,4433,26,student,single,secondary,no,8015,no,no,cellular,26,may,109,1,-1,0,unknown
Training,4434,26,management,single,tertiary,no,2692,no,no,unknown,28,may,159,2,-1,0,unknown
Training,4435,41,technician,married,secondary,no,64,yes,yes,unknown,8,may,210,2,-1,0,unknown
Training,4436,32,technician,married,secondary,no,3322,yes,no,cellular,20,apr,380,1,74,4,failure
Training,4437,38,blue-collar,single,unknown,no,1146,yes,no,unknown,16,may,84,1,-1,0,unknown
Training,4438,39,technician,single,tertiary,no,393,no,no,cellular,28,jun,325,1,94,1,success
Training,4439,40,self-employed,single,tertiary,no,1693,yes,no,cellular,17,nov,353,1,-1,0,unknown
Training,4440,59,retired,married,secondary,no,0,no,no,cellular,6,aug,142,2,-1,0,unknown
Training,4441,46,services,married,secondary,no,1550,yes,no,cellular,16,apr,126,2,149,8,failure
Training,4442,52,blue-collar,married,secondary,no,-98,yes,no,unknown,7,may,423,1,-1,0,unknown
Training,4443,34,blue-collar,single,primary,no,4723,yes,no,cellular,18,may,350,3,-1,0,unknown
Training,4444,32,blue-collar,married,primary,no,244,yes,no,unknown,16,may,128,2,-1,0,unknown
Training,4445,47,technician,married,secondary,no,3478,no,no,unknown,18,jun,13,11,-1,0,unknown
Training,4446,37,technician,married,secondary,no,146,yes,yes,cellular,6,may,82,2,356,2,failure
Training,4447,22,student,single,secondary,no,2162,no,no,telephone,2,feb,168,1,-1,0,unknown
Training,4448,33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,316,6,failure
Training,4449,33,self-employed,married,tertiary,no,210,yes,no,cellular,5,may,84,1,167,1,failure
Training,4450,29,management,married,tertiary,no,6586,no,no,cellular,10,jul,176,1,-1,0,unknown
Training,4451,41,management,single,tertiary,no,3013,yes,no,cellular,17,nov,150,1,-1,0,unknown
Training,4452,52,technician,married,secondary,no,1033,no,no,cellular,28,jan,198,3,-1,0,unknown
Training,4453,54,technician,divorced,secondary,no,814,yes,no,unknown,30,may,95,1,-1,0,unknown
